ambient_temperature,dissolved_oxygen,do_volt,ec_volt,electrical_conductivity,humidity,ph_level,ph_voltge,sensor,temperature,time
32.53997802734375,4.565140924464488,1184,1818,9.210939637439582,71.0693359375,7.321162947937796,1443,raspberrypi,36.0,2023-04-29 23:19:44.942958715
32.53997802734375,5.540631341600902,1437,2342,11.865797926778603,70.9716796875,10.437006986702727,890,raspberrypi,36.0,2023-04-29 23:19:55.957261952
32.56011962890625,3.9443742953776777,1023,2055,10.411705695785665,70.9716796875,5.918187964841109,1692,raspberrypi,36.0,2023-04-29 23:20:07.003759301
32.58026123046875,5.097446808510639,1331,1800,9.05018326621114,70.9716796875,9.772143340094658,1008,raspberrypi,36.5,2023-04-29 23:20:18.078772968
32.59033203125,2.546808510638298,665,2005,10.080898582640742,70.9716796875,8.414243858462925,1249,raspberrypi,36.5,2023-04-29 23:20:29.037801489
32.58026123046875,6.13531914893617,1602,2396,12.046799503245497,70.8740234375,9.062204192021635,1134,raspberrypi,36.5,2023-04-29 23:20:40.111677695
32.59033203125,3.856595744680851,1007,1874,9.422246356044266,70.7763671875,9.518593644354294,1053,raspberrypi,36.5,2023-04-29 23:20:51.177852981
32.58026123046875,3.7723404255319153,985,2078,10.447933792881528,70.7763671875,7.039441063781835,1493,raspberrypi,36.5,2023-04-29 23:21:02.198680825
32.58026123046875,5.3923404255319145,1408,2144,10.779773845975935,70.3857421875,6.63939598828037,1564,raspberrypi,36.5,2023-04-29 23:21:13.274496633
32.53997802734375,4.082553191489362,1066,2034,10.22670709081859,70.086669921875,9.828487716925851,998,raspberrypi,36.5,2023-04-29 23:21:24.337329571
32.49969482421875,4.285531914893617,1119,1907,9.588166382591469,69.989013671875,9.569303583502366,1044,raspberrypi,36.5,2023-04-29 23:21:35.375951361
32.5299072265625,4.716240266963293,1260,2293,11.44165901560816,70.086669921875,7.428217263917061,1424,raspberrypi,37.0,2023-04-29 23:21:46.431124607
32.5299072265625,4.053720800889878,1083,2332,11.636262025468046,70.2880859375,7.557809330628803,1401,raspberrypi,37.0,2023-04-29 23:21:57.449085324
32.53997802734375,3.937686318131257,1052,2090,10.428725400183625,70.2880859375,9.90736984448952,984,raspberrypi,37.0,2023-04-29 23:22:08.468772253
32.53997802734375,3.9264571746384873,1049,2254,11.247056005748274,70.1904296875,7.3718728870858685,1434,raspberrypi,37.0,2023-04-29 23:22:19.628263025
32.56011962890625,5.184121245828698,1385,2031,10.134325975010979,70.2880859375,6.5267072346179855,1584,raspberrypi,37.0,2023-04-29 23:22:30.786831780
32.53997802734375,5.348815350389322,1429,2373,11.840844676859207,70.1904296875,10.189091728645481,934,raspberrypi,37.0,2023-04-29 23:22:41.815748404
32.53997802734375,3.9676307007786433,1060,1645,8.208255159474671,70.086669921875,9.704530087897227,1020,raspberrypi,37.0,2023-04-29 23:22:53.079105353
32.53997802734375,3.6869021134593996,985,2300,11.476587760967627,70.1904296875,10.944106378183458,800,raspberrypi,37.0,2023-04-29 23:23:04.114791286
32.56011962890625,4.8921635150166844,1307,1726,8.61243064149136,70.2880859375,9.304485012395762,1091,raspberrypi,37.0,2023-04-29 23:23:15.161833474
32.509765625,4.225901001112347,1129,1837,9.166300746477186,69.989013671875,9.40027045300879,1074,raspberrypi,37.0,2023-04-29 23:23:26.201155435
32.53997802734375,3.724332591768632,995,1654,8.253163546365416,70.2880859375,9.47351814288934,1061,raspberrypi,37.0,2023-04-29 23:23:37.228917015
32.56011962890625,5.685689655172414,1519,2002,9.989621172807473,70.2880859375,8.645255803470814,1208,raspberrypi,37.0,2023-04-29 23:23:48.238520750
32.58026123046875,3.80293659621802,1016,2543,12.689114207017685,70.3857421875,8.44805048456164,1243,raspberrypi,37.0,2023-04-29 23:23:59.286494971
32.59033203125,4.622664071190211,1235,1594,7.9537743004271295,70.3857421875,9.535496957403652,1050,raspberrypi,37.0,2023-04-29 23:24:10.329976070
32.6104736328125,4.663837597330367,1246,2034,10.149295437307892,70.34912109375,9.698895650214109,1021,raspberrypi,37.0,2023-04-29 23:24:21.427267606
32.630615234375,3.9489154616240265,1055,2372,11.835854856093569,70.34912109375,7.597250394410638,1394,raspberrypi,37.0,2023-04-29 23:24:32.374533647
32.6507568359375,3.0842714126807564,824,2054,10.249091852620655,70.25146484375,7.462023890015776,1418,raspberrypi,37.0,2023-04-29 23:24:43.470080371
32.6104736328125,5.154176863181313,1377,2073,10.343898447167778,69.76318359375,6.256254225828262,1632,raspberrypi,37.0,2023-04-29 23:24:54.538208650
